./Positive_Images/positive1.jpg 1 173 121 177 226
./Positive_Images/positive2.jpg 1 181 92 224 332
./Positive_Images/positive3.jpg 1 86 142 356 308
./Positive_Images/positive4.jpg 1 141 106 166 207
./Positive_Images/positive5.jpg 1 86 181 240 256
./Positive_Images/positive6.jpg 1 92 80 161 201
./Positive_Images/positive7.jpg 1 96 75 349 332
./Positive_Images/positive8.jpg 1 146 38 268 379
./Positive_Images/positive9.jpg 1 83 50 254 304
./Positive_Images/positive10.jpg 1 94 99 241 291
./Positive_Images/positive11.jpg 1 98 156 221 191
./Positive_Images/positive12.jpg 1 124 82 179 216
./Positive_Images/positive13.jpg 1 67 21 337 381
./Positive_Images/positive14.jpg 1 45 35 219 169
./Positive_Images/positive15.jpg 1 240 99 159 284
./Positive_Images/positive16.jpg 1 92 138 148 143
./Positive_Images/positive17.jpg 1 86 139 145 135
./Positive_Images/positive18.jpg 1 154 195 254 201
./Positive_Images/positive19.jpg 1 159 69 253 287
./Positive_Images/positive20.jpg 1 311 130 151 214
./Positive_Images/positive21.jpg 1 253 72 179 292
./Positive_Images/positive22.jpg 1 184 36 153 240
./Positive_Images/positive23.jpg 1 303 153 82 176
./Positive_Images/positive24.jpg 1 239 72 154 244
./Positive_Images/positive25.jpg 1 181 119 138 188
./Positive_Images/positive26.jpg 1 226 143 130 148
./Positive_Images/positive27.jpg 1 177 185 257 194
./Positive_Images/positive28.jpg 1 163 123 180 200
./Positive_Images/positive29.jpg 1 167 123 167 194
./Positive_Images/positive30.jpg 1 104 107 243 250
./Positive_Images/positive31.jpg 1 171 161 187 164
./Positive_Images/positive32.jpg 1 226 185 165 239
./Positive_Images/positive33.jpg 1 148 71 168 334
./Positive_Images/positive34.jpg 1 167 251 151 161
./Positive_Images/positive35.jpg 1 213 135 176 263
./Positive_Images/positive36.jpg 1 285 67 126 215
./Positive_Images/positive37.jpg 1 154 57 211 287
./Positive_Images/positive38.jpg 1 173 83 168 284
./Positive_Images/positive39.jpg 1 144 71 206 275
./Positive_Images/positive40.jpg 1 231 130 149 161
./Positive_Images/positive41.jpg 1 124 76 203 256
./Positive_Images/positive42.jpg 1 240 209 183 231
./Positive_Images/positive43.jpg 1 244 203 215 189
./Positive_Images/positive44.jpg 1 210 139 223 242
./Positive_Images/positive45.jpg 1 154 19 227 278
./Positive_Images/positive46.jpg 1 97 98 224 257
./Positive_Images/positive47.jpg 1 296 116 178 215
./Positive_Images/positive48.jpg 1 149 148 119 130
./Positive_Images/positive49.jpg 1 261 172 106 155
./Positive_Images/positive50.jpg 1 159 73 196 147
./Positive_Images/positive51.jpg 1 242 85 173 111
./Positive_Images/positive52.jpg 1 347 182 100 145
./Positive_Images/positive53.jpg 1 341 206 38 180
./Positive_Images/positive54.jpg 1 215 184 203 166
./Positive_Images/positive55.jpg 1 212 280 212 150
./Positive_Images/positive56.jpg 1 284 185 175 190
./Positive_Images/positive57.jpg 1 146 137 194 173
./Positive_Images/positive58.jpg 1 90 123 232 181
./Positive_Images/positive59.jpg 1 201 41 174 196
./Positive_Images/positive60.jpg 1 207 193 159 172
./Positive_Images/positive61.jpg 1 348 76 120 186
./Positive_Images/positive62.jpg 1 156 66 138 169
./Positive_Images/positive63.jpg 1 193 174 179 121
./Positive_Images/positive64.jpg 1 147 150 271 218
./Positive_Images/positive65.jpg 1 16 116 291 224
./Positive_Images/positive66.jpg 1 153 142 275 229
./Positive_Images/positive67.jpg 1 125 207 194 181
./Positive_Images/positive68.jpg 1 89 90 327 293
./Positive_Images/positive69.jpg 1 146 156 149 198
./Positive_Images/positive70.jpg 1 227 260 140 202
./Positive_Images/positive71.jpg 1 98 119 200 208
./Positive_Images/positive72.jpg 1 238 105 191 163
./Positive_Images/positive73.jpg 1 278 71 89 191
./Positive_Images/positive74.jpg 1 227 32 130 133
./Positive_Images/positive75.jpg 1 170 345 211 90
./Positive_Images/positive76.jpg 1 222 215 163 122
./Positive_Images/positive77.jpg 1 142 147 206 164
./Positive_Images/positive78.jpg 1 267 175 140 210
./Positive_Images/positive79.jpg 1 114 303 162 83
./Positive_Images/positive80.jpg 1 303 26 108 251
./Positive_Images/positive81.jpg 1 107 33 249 305
./Positive_Images/positive82.jpg 1 167 119 351 340
./Positive_Images/positive83.jpg 1 153 77 297 238
./Positive_Images/positive84.jpg 1 117 231 171 78
./Positive_Images/positive85.jpg 1 59 310 204 56
./Positive_Images/positive86.jpg 1 104 88 213 134
./Positive_Images/positive87.jpg 1 391 189 178 174
./Positive_Images/positive88.jpg 1 145 244 287 209
./Positive_Images/positive89.jpg 1 136 324 232 140
./Positive_Images/positive90.jpg 1 105 13 184 168
./Positive_Images/positive91.jpg 1 34 194 189 131
./Positive_Images/positive92.jpg 1 207 213 126 100
./Positive_Images/positive93.jpg 1 11 186 278 143
